tile_sunkist,672,64,128,0,32,32,0,1,1,4294967295
tile_sunkist,96,64,64,0,32,32,0,1,1,4294967295
tile_sunkist,672,128,96,0,32,32,0,1,1,4294967295
tile_sunkist,96,128,32,32,32,32,0,1,1,4294967295
tile_sunkist,128,128,32,96,32,32,0,17,1,4294967295
tile_sunkist,672,96,128,64,32,32,0,1,1,4294967295
tile_sunkist,96,96,96,64,32,32,0,1,1,4294967295
tile_sunkist,128,64,64,64,32,32,0,17,1,4294967295
tile_sunkist,128,96,0,0,32,32,0,17,1,4294967295
tile_sunkist,832,192,96,96,32,32,0,21,1,4278255600
tile_sunkist,1504,192,128,96,32,32,0,1,1,4294967295
tile_sunkist,800,192,64,96,32,32,0,1,1,4294967295
tile_sunkist,832,256,96,96,32,32,0,21,1,4294901982
tile_sunkist,1504,256,128,96,32,32,0,1,1,4294967295
tile_sunkist,800,256,64,96,32,32,0,1,1,4294967295
tile_sunkist,832,320,96,96,32,32,0,21,1,4294947584
tile_sunkist,1504,320,128,96,32,32,0,1,1,4294967295
tile_sunkist,800,320,64,96,32,32,0,1,1,4294967295
tile_sunkist,832,384,96,96,32,32,0,21,1,4294094335
tile_sunkist,1504,384,128,96,32,32,0,1,1,4294967295
tile_sunkist,800,384,64,96,32,32,0,1,1,4294967295
tile_sunkist,832,448,96,96,32,32,0,21,1,4294966016
tile_sunkist,1504,448,128,96,32,32,0,1,1,4294967295
tile_sunkist,800,448,64,96,32,32,0,1,1,4294967295
tile_sunkist,832,512,96,96,32,32,0,21,1,4284045657
tile_sunkist,1504,512,128,96,32,32,0,1,1,4294967295
tile_sunkist,800,512,64,96,32,32,0,1,1,4294967295
